UNIT NAME,"INTERCONNECTION REQUEST
 NUMBER (INR)",UNIT CODE,TECHNOLOGY,FUEL,CDR STATUS,CDR RESOURCE ATTRIBUTE ,COUNTY,ZONE,"IN-SERVICE
DATE","INSTALLED CAPACITY
(MW)"
RATLIFF SOLAR (CONCHO VALLEY SOLAR),,RATLIFF_SOLAR1,PV,SOLAR-W,OPER,CONV,TOM GREEN,WEST,5/25/2023, 162.4 
RE ROSEROCK SOLAR 1,,REROCK_UNIT1,PV,SOLAR-FW,OPER,CONV,PECOS,WEST,6/13/2016, 78.8 
RE ROSEROCK SOLAR 2,,REROCK_UNIT2,PV,SOLAR-FW,OPER,CONV,PECOS,WEST,6/13/2016, 78.8 
REDBARN SOLAR 1 (RE MAPLEWOOD 2A SOLAR),,REDBARN_UNIT_1,PV,SOLAR-FW,OPER,CONV,PECOS,WEST,10/11/2021, 222.0 
REDBARN SOLAR 2 (RE MAPLEWOOD 2B SOLAR),,REDBARN_UNIT_2,PV,SOLAR-FW,OPER,CONV,PECOS,WEST,10/11/2021, 28.0 
RENEWABLE ENERGY ALTERNATIVES-CCS1,,DG_COSERVSS_CSS1,PV,SOLAR-O,OPER,CONV-SODG,DENTON,NORTH,5/20/2015, 2.0 
RIGGINS (SE BUCKTHORN WESTEX SOLAR),,RIGGINS_UNIT1,PV,SOLAR-FW,OPER,CONV,PECOS,WEST,6/15/2018, 155.4 
RIPPEY SOLAR,,RIPPEY_UNIT1,PV,SOLAR-O,OPER,CONV,COOKE,NORTH,12/30/2020, 59.8 
ROWLAND SOLAR I,,ROW_UNIT1,PV,SOLAR-O,OPER,CONV,FORT BEND,HOUSTON,7/10/2023, 101.7 
ROWLAND SOLAR II,,ROW_UNIT2,PV,SOLAR-O,OPER,CONV,FORT BEND,HOUSTON,6/28/2024, 200.7 
SOLAIREHOLMAN 1,,LASSO_UNIT1,PV,SOLAR-FW,OPER,CONV,BREWSTER,WEST,3/30/2018, 50.0 
SPARTA SOLAR U1,,SPARTA_UNIT1,PV,SOLAR-O,OPER,CONV,BEE,SOUTH,10/16/2023, 147.5 
SPARTA SOLAR U2,,SPARTA_UNIT2,PV,SOLAR-O,OPER,CONV,BEE,SOUTH,10/16/2023, 104.9 
SP-TX-12-PHASE B,,SPTX12B_UNIT1,PV,SOLAR-FW,OPER,CONV,UPTON,WEST,8/25/2017, 157.5 
STERLING,,DG_STRLING_STRLING,PV,SOLAR-O,OPER,CONV-SODG,HUNT,NORTH,12/13/2018, 10.0 
STRATEGIC SOLAR 1,,STRATEGC_UNIT1,PV,SOLAR-O,OPER,CONV,ELLIS,NORTH,12/29/2022, 135.0 
SUN VALLEY U1,,SUNVASLR_UNIT1,PV,SOLAR-O,OPER,CONV,HILL,NORTH,4/19/2024, 165.8 
SUN VALLEY U2,,SUNVASLR_UNIT2,PV,SOLAR-O,OPER,CONV,HILL,NORTH,4/19/2024, 86.2 
SUNEDISON CPS3 SOMERSET 1 SOLAR,,DG_SOME1_1UNIT,PV,SOLAR-O,OPER,CONV-SODG,BEXAR,SOUTH,4/1/2012, 5.6 
SUNEDISON RABEL ROAD SOLAR,,DG_VALL1_1UNIT,PV,SOLAR-O,OPER,CONV-SODG,BEXAR,SOUTH,2/15/2012, 9.9 
SUNEDISON SOMERSET 2 SOLAR,,DG_SOME2_1UNIT,PV,SOLAR-O,OPER,CONV-SODG,BEXAR,SOUTH,4/1/2012, 5.0 
SUNEDISON VALLEY ROAD SOLAR,,DG_VALL2_1UNIT,PV,SOLAR-O,OPER,CONV-SODG,BEXAR,SOUTH,2/15/2012, 9.9 
SUNRAY,,SUN_SLR_UNIT_1,PV,SOLAR-O,OPER,CONV,UVALDE,SOUTH,8/20/2024, 203.5 
TALCOWST_TALCO,,TALCOWST_TALCO,PV,SOLAR-O,OPER,CONV,TITUS,NORTH,8/1/2024, 7.5 
TAVENER U1 (FORT BEND SOLAR)ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,,TAV_UNIT1,PV,SOLAR-O,OPER,CONV,FORT BEND,HOUSTON,10/6/2023, 149.5 
TAVENER U2 (FORT BEND SOLAR)ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,,TAV_UNIT2,PV,SOLAR-O,OPER,CONV,FORT BEND,HOUSTON,10/6/2023, 100.4 
TAYGETE SOLAR 1 U1,,TAYGETE_UNIT1,PV,SOLAR-FW,OPER,CONV,PECOS,WEST,6/14/2021, 125.9 
TAYGETE SOLAR 1 U2,,TAYGETE_UNIT2,PV,SOLAR-FW,OPER,CONV,PECOS,WEST,6/14/2021, 128.9 
TAYGETE SOLAR 2 U1,,TAYGETE2_UNIT1,PV,SOLAR-FW,OPER,CONV,PECOS,WEST,7/17/2023, 101.9 
TAYGETE SOLAR 2 U2,,TAYGETE2_UNIT2,PV,SOLAR-FW,OPER,CONV,PECOS,WEST,7/17/2023, 101.9 
TEXAS SOLAR NOVA U1,,NOVA1SLR_UNIT1,PV,SOLAR-W,OPER,CONV,KENT,WEST,4/30/2024, 126.8 
TEXAS SOLAR NOVA U2,,NOVA1SLR_UNIT2,PV,SOLAR-W,OPER,CONV,KENT,WEST,4/30/2024, 126.7 
TITAN SOLAR (IP TITAN) U1,,TI_SOLAR_UNIT1,PV,SOLAR-FW,OPER,CONV,CULBERSON,WEST,11/22/2021, 136.8 
TITAN SOLAR (IP TITAN) U2,,TI_SOLAR_UNIT2,PV,SOLAR-FW,OPER,CONV,CULBERSON,WEST,11/22/2021, 131.1 
TPE ERATH SOLAR,,DG_ERATH_ERATH21,PV,SOLAR-O,OPER,CONV-SODG,ERATH,NORTH,12/24/2021, 10.0 
TRN_TRINITYBAY,,TRN_TRINITYBAY,PV,SOLAR-O,OPER,CONV,CHAMBERS,HOUSTON,1/10/2024, 1.5 
VANCOURT SOLAR,,VANCOURT_UNIT1,PV,SOLAR-O,OPER,CONV,CAMERON,COASTAL,1/25/2023, 45.7 
VISION SOLAR 1,,VISION_UNIT1,PV,SOLAR-O,OPER,CONV,NAVARRO,NORTH,12/29/2022, 129.2 
WAGYU SOLAR,,WGU_UNIT1,PV,SOLAR-O,OPER,CONV,BRAZORIA,COASTAL,10/4/2021, 120.0 
WALNUT SPRINGS,,DG_WLNTSPRG_1UNIT,PV,SOLAR-O,OPER,CONV-SODG,BOSQUE,NORTH,7/31/2016, 10.0 
WAYMARK SOLAR,,WAYMARK_UNIT1,PV,SOLAR-FW,OPER,CONV,UPTON,WEST,12/20/2018, 182.0 
WEBBERVILLE SOLAR,,WEBBER_S_WSP1,PV,SOLAR-O,OPER,CONV,TRAVIS,SOUTH,11/23/2011, 26.7 
WEST MOORE II,,DG_WMOOREII_WMOOREII,PV,SOLAR-O,OPER,CONV-SODG,GRAYSON,NORTH,10/22/2018, 5.0 
WEST OF PECOS SOLAR,,W_PECOS_UNIT1,PV,SOLAR-FW,OPER,CONV,REEVES,WEST,12/20/2019, 100.0 
WESTORIA SOLAR U1,,WES_UNIT1,PV,SOLAR-O,OPER,CONV,BRAZORIA,COASTAL,11/1/2022, 101.6 
WESTORIA SOLAR U2,,WES_UNIT2,PV,SOLAR-O,OPER,CONV,BRAZORIA,COASTAL,11/1/2022, 101.6 
WHITESBORO,,DG_WBORO_WHTSBORO,PV,SOLAR-O,OPER,CONV-SODG,GRAYSON,NORTH,12/15/2017, 5.0 
WHITESBORO II,,DG_WBOROII_WHBOROII,PV,SOLAR-O,OPER,CONV-SODG,GRAYSON,NORTH,12/15/2017, 5.0 
WHITEWRIGHT,,DG_WHTRT_WHTRGHT,PV,SOLAR-O,OPER,CONV-SODG,FANNIN,NORTH,12/30/2017, 10.0 
WHITNEY SOLAR,,DG_WHITNEY_SOLAR1,PV,SOLAR-O,OPER,CONV-SODG,BOSQUE,NORTH,11/30/2017, 10.0 
WHSOLAR_WILDHORSE_SOLAR,,WHSOLAR_WILDHORSE_SOLAR,PV,SOLAR-W,OPER,CONV,HOWARD,WEST,5/15/2024, 10.0 
YELLOW JACKET SOLAR,,DG_YLWJACKET_YLWJACKET,PV,SOLAR-O,OPER,CONV-SODG,BOSQUE,NORTH,10/15/2018, 5.0 
ZIER SOLAR,,ZIER_SLR_PV1,PV,SOLAR-O,OPER,CONV,KINNEY,SOUTH,4/26/2024, 161.3 
7V SOLAR,21INR0351,7RNCHSLR_UNIT1,PV,SOLAR-O,OPER-SYN,CONV,FAYETTE,SOUTH,11/30/2024, 139.7 
7V SOLAR U2,21INR0351,7RNCHSLR_UNIT2,PV,SOLAR-O,OPER-SYN,CONV,FAYETTE,SOUTH,11/30/2024, 95.5 
7V SOLAR U3,21INR0351,7RNCHSLR_UNIT3,PV,SOLAR-O,OPER-SYN,CONV,FAYETTE,SOUTH,11/30/2024, 5.6 
ANGELO SOLAR,19INR0203,ANG_SLR_UNIT1,PV,SOLAR-W,OPER-SYN,CONV,TOM GREEN,WEST,10/11/2024, 195.4 
BAKER BRANCH SOLAR U1,23INR0026,BAKE_SLR_UNIT1,PV,SOLAR-O,OPER-SYN,CONV,LAMAR,NORTH,11/30/2024, 234.8 
BAKER BRANCH SOLAR U2,23INR0026,BAKE_SLR_UNIT2,PV,SOLAR-O,OPER-SYN,CONV,LAMAR,NORTH,11/30/2024, 234.6 
BIG ELM SOLAR,21INR0353,BELM_SLR_UNIT1,PV,SOLAR-O,OPER-SYN,CONV,BELL,NORTH,12/21/2024, 201.0 
BIG STAR SOLAR U1,21INR0413,BIG_STAR_UNIT1,PV,SOLAR-O,OPER-SYN,CONV,BASTROP,SOUTH,12/1/2024, 132.3 
BIG STAR SOLAR U2,21INR0413,BIG_STAR_UNIT2,PV,SOLAR-O,OPER-SYN,CONV,BASTROP,SOUTH,12/1/2024, 70.8 
BLUE JAY SOLAR I,21INR0538,BLUEJAY_UNIT1,PV,SOLAR-O,OPER-SYN,CONV,GRIMES,NORTH,11/15/2024, 69.0 
BLUE JAY SOLAR II,19INR0085,BLUEJAY_UNIT2,PV,SOLAR-O,OPER-SYN,CONV,GRIMES,NORTH,11/15/2024, 141.0 
BRIGHT ARROW SOLAR U1,22INR0242,BR_ARROW_UNIT1,PV,SOLAR-O,OPER-SYN,CONV,HOPKINS,NORTH,12/31/2024, 127.3 
BRIGHT ARROW SOLAR U2,22INR0242,BR_ARROW_UNIT2,PV,SOLAR-O,OPER-SYN,CONV,HOPKINS,NORTH,12/31/2024, 173.9 
BUFFALO CREEK (OLD 300 SOLAR CENTER) U1,21INR0406,BCK_UNIT1,PV,SOLAR-O,OPER-SYN,CONV,FORT BEND,HOUSTON,12/15/2024, 217.5 
BUFFALO CREEK (OLD 300 SOLAR CENTER) U2,21INR0406,BCK_UNIT2,PV,SOLAR-O,OPER-SYN,CONV,FORT BEND,HOUSTON,12/15/2024, 221.3 
CHEVRON ALLEN SOLAR (HAYHURST TEXAS SOLAR),22INR0363,CHAL_SLR_SOLAR1,PV,SOLAR-FW,OPER-SYN,CONV,CULBERSON,WEST,7/31/2024, 25.2 
CHILLINGHAM SOLAR U1,23INR0070,CHIL_SLR_SOLAR1,PV,SOLAR-O,OPER-SYN,CONV,BELL,NORTH,11/1/2024, 174.3 
CHILLINGHAM SOLAR U2,23INR0070,CHIL_SLR_SOLAR2,PV,SOLAR-O,OPER-SYN,CONV,BELL,NORTH,11/1/2024, 178.1 
COTTONWOOD BAYOU SOLAR I U1,19INR0134,CTW_SOLAR1,PV,SOLAR-O,OPER-SYN,CONV,BRAZORIA,COASTAL,12/31/2024, 175.7 
COTTONWOOD BAYOU SOLAR I U2,19INR0134,CTW_SOLAR2,PV,SOLAR-O,OPER-SYN,CONV,BRAZORIA,COASTAL,12/31/2024, 175.7 
DAMAZO (SECOND DIVISION) SOLAR,20INR0248,DMA_SOLAR1,PV,SOLAR-O,OPER-SYN,CONV,BRAZORIA,COASTAL,12/20/2024, 100.2 
DANISH FIELDS SOLAR U1,20INR0069,DAN_UNIT1,PV,SOLAR-O,OPER-SYN,CONV,WHARTON,SOUTH,12/31/2024, 301.3 
DANISH FIELDS SOLAR U2,20INR0069,DAN_UNIT2,PV,SOLAR-O,OPER-SYN,CONV,WHARTON,SOUTH,12/31/2024, 151.0 
DANISH FIELDS SOLAR U3,20INR0069,DAN_UNIT3,PV,SOLAR-O,OPER-SYN,CONV,WHARTON,SOUTH,12/31/2024, 150.5 
DELILAH SOLAR 1 U1,22INR0202,DELILA_1_G1,PV,SOLAR-O,OPER-SYN,CONV,LAMAR,NORTH,6/30/2025, 153.5 
DELILAH SOLAR 1 U2,22INR0202,DELILA_1_G2,PV,SOLAR-O,OPER-SYN,CONV,LAMAR,NORTH,6/30/2025, 153.5 
EASTBELL MILAM SOLAR,21INR0203,EBELLSLR_UNIT1,PV,SOLAR-O,OPER-SYN,CONV,MILAM,SOUTH,11/30/2024, 244.9 
ELIZA SOLAR,21INR0368,ELZA_SLR_SOLAR1,PV,SOLAR-O,OPER-SYN,CONV,KAUFMAN,NORTH,1/22/2025, 151.7 
ESTONIAN SOLAR FARM U1,22INR0335,ESTONIAN_SOLAR1,PV,SOLAR-O,OPER-SYN,CONV,DELTA,NORTH,10/31/2024, 88.4 
ESTONIAN SOLAR FARM U2,22INR0335,ESTONIAN_SOLAR2,PV,SOLAR-O,OPER-SYN,CONV,DELTA,NORTH,10/31/2024, 114.4 
FENCE POST SOLAR U1,22INR0404,FENCESLR_SOLAR1,PV,SOLAR-O,OPER-SYN,CONV,NAVARRO,NORTH,10/31/2024, 138.9 
FENCE POST SOLAR U2,22INR0404,FENCESLR_SOLAR2,PV,SOLAR-O,OPER-SYN,CONV,NAVARRO,NORTH,10/31/2024, 98.0 
FIGHTING JAYS SOLAR U1,21INR0278,JAY_UNIT1,PV,SOLAR-O,OPER-SYN,CONV,FORT BEND,HOUSTON,3/29/2025, 179.5 
FIGHTING JAYS SOLAR U2,21INR0278,JAY_UNIT2,PV,SOLAR-O,OPER-SYN,CONV,FORT BEND,HOUSTON,3/29/2025, 171.8 
FIVE WELLS SOLAR U1,24INR0015,FIVEWSLR_UNIT1,PV,SOLAR-O,OPER-SYN,CONV,BELL,NORTH,10/15/2024, 194.4 
FIVE WELLS SOLAR U2,24INR0015,FIVEWSLR_UNIT2,PV,SOLAR-O,OPER-SYN,CONV,BELL,NORTH,10/15/2024, 127.0 
HOVEY (BARILLA SOLAR 1B),12INR0059b,HOVEY_UNIT2,PV,SOLAR-FW,OPER-SYN,CONV,PECOS,WEST,12/31/2024, 7.4 
MARKUM SOLAR,20INR0230,MRKM_SLR_PV1,PV,SOLAR-O,OPER-SYN,CONV,MCLENNAN,NORTH,11/22/2024, 161.5 
MERCURY SOLAR U1,21INR0257,MERCURY_PV1,PV,SOLAR-O,OPER-SYN,CONV,HILL,NORTH,12/20/2024, 203.5 
MERCURY SOLAR U2,23INR0153,MERCURY_PV2,PV,SOLAR-O,OPER-SYN,CONV,HILL,NORTH,12/20/2024, 203.5 
MORROW LAKE SOLAR,19INR0155,MROW_SLR_SOLAR1,PV,SOLAR-O,OPER-SYN,CONV,FRIO,SOUTH,10/31/2024, 202.2 
MYRTLE SOLAR U1,19INR0041,MYR_UNIT1,PV,SOLAR-O,OPER-SYN,CONV,BRAZORIA,COASTAL,12/31/2024, 171.6 
MYRTLE SOLAR U2,19INR0041,MYR_UNIT2,PV,SOLAR-O,OPER-SYN,CONV,BRAZORIA,COASTAL,12/31/2024, 149.6 
PHOTON SOLAR U1,25INR0493,PHO_SOLAR1,PV,SOLAR-O,OPER-SYN,CONV,WHARTON,SOUTH,12/31/2025, 129.6 
PHOTON SOLAR U2,25INR0493,PHO_SOLAR2,PV,SOLAR-O,OPER-SYN,CONV,WHARTON,SOUTH,12/31/2025, 106.1 
PHOTON SOLAR U3,23INR0111,PHO_SOLAR3,PV,SOLAR-O,OPER-SYN,CONV,WHARTON,SOUTH,12/10/2024, 110.0 
PLAINVIEW SOLAR (RAMSEY SOLAR) U1,20INR0130,PLN_UNIT1,PV,SOLAR-O,OPER-SYN,CONV,WHARTON,SOUTH,3/26/2024, 270.0 
PLAINVIEW SOLAR (RAMSEY SOLAR) U2,20INR0130,PLN_UNIT2,PV,SOLAR-O,OPER-SYN,CONV,WHARTON,SOUTH,3/26/2024, 270.0 
PORTER SOLAR U1,21INR0458,PORT_SLR_UNIT1,PV,SOLAR-O,OPER-SYN,CONV,DENTON,NORTH,7/31/2024, 245.8 
ROSELAND SOLAR U1,20INR0205,ROSELAND_SOLAR1,PV,SOLAR-O,OPER-SYN,CONV,FALLS,NORTH,11/29/2024, 254.0 
ROSELAND SOLAR U2,20INR0205,ROSELAND_SOLAR2,PV,SOLAR-O,OPER-SYN,CONV,FALLS,NORTH,11/29/2024, 137.8 
ROSELAND SOLAR U3,22INR0506,ROSELAND_SOLAR3,PV,SOLAR-O,OPER-SYN,CONV,FALLS,NORTH,11/29/2024, 116.2 
SAMSON SOLAR 1 U1,21INR0221,SAMSON_1_G1,PV,SOLAR-O,OPER-SYN,CONV,LAMAR,NORTH,6/30/2025, 128.4 
SAMSON SOLAR 1 U2,21INR0221,SAMSON_1_G2,PV,SOLAR-O,OPER-SYN,CONV,LAMAR,NORTH,6/30/2025, 128.4 
SAMSON SOLAR 2 U1,21INR0490,SAMSON_1_G3,PV,SOLAR-O,OPER-SYN,CONV,LAMAR,NORTH,1/13/2025, 101.5 
SAMSON SOLAR 2 U2,21INR0490,SAMSON_1_G4,PV,SOLAR-O,OPER-SYN,CONV,LAMAR,NORTH,1/13/2025, 101.5 
SAMSON SOLAR 3 U1,21INR0491,SAMSON_3_G1,PV,SOLAR-O,OPER-SYN,CONV,LAMAR,NORTH,6/30/2025, 128.4 
SAMSON SOLAR 3 U2,21INR0491,SAMSON_3_G2,PV,SOLAR-O,OPER-SYN,CONV,LAMAR,NORTH,6/30/2025, 128.4 
SBRANCH SOLAR PROJECT,22INR0205,SBE_UNIT1,PV,SOLAR-O,OPER-SYN,CONV,WHARTON,SOUTH,10/15/2024, 233.5 
STAMPEDE SOLAR U1,22INR0409,STAM_SLR_SOLAR1,PV,SOLAR-O,OPER-SYN,CONV,HOPKINS,NORTH,10/31/2024, 77.8 
STAMPEDE SOLAR U2,22INR0409,STAM_SLR_SOLAR2,PV,SOLAR-O,OPER-SYN,CONV,HOPKINS,NORTH,10/31/2024, 178.6 
STARR SOLAR RANCH U1,20INR0216,STAR_SLR_UNIT1,PV,SOLAR-O,OPER-SYN,CONV,STARR,SOUTH,12/1/2024, 70.5 
STARR SOLAR RANCH U2,20INR0216,STAR_SLR_UNIT2,PV,SOLAR-O,OPER-SYN,CONV,STARR,SOUTH,12/1/2024, 66.3 
TEXAS SOLAR NOVA 2 U1,20INR0269,NOVA2SLR_UNIT1,PV,SOLAR-W,OPER-SYN,CONV,KENT,WEST,9/15/2024, 202.4 
TIERRA BONITA SOLAR U1,21INR0424,TRBT_SLR_PV1,PV,SOLAR-FW,OPER-SYN,CONV,PECOS,WEST,11/16/2024, 150.0 
TIERRA BONITA SOLAR U2,21INR0424,TRBT_SLR_PV2,PV,SOLAR-FW,OPER-SYN,CONV,PECOS,WEST,11/16/2024, 156.9 
TRES BAHIAS SOLAR,20INR0266,TREB_SLR_SOLAR1,PV,SOLAR-O,OPER-SYN,CONV,CALHOUN,COASTAL,12/28/2024, 196.3 
TRUE NORTH SOLAR U1,23INR0114,TNS_SLR_UNIT1,PV,SOLAR-O,OPER-SYN,CONV,FALLS,NORTH,11/15/2024, 119.4 
TRUE NORTH SOLAR U2,23INR0114,TNS_SLR_UNIT2,PV,SOLAR-O,OPER-SYN,CONV,FALLS,NORTH,11/15/2024, 119.5 
TULSITA SOLAR U1,21INR0223,TUL_SLR_UNIT1,PV,SOLAR-O,OPER-SYN,CONV,GOLIAD,SOUTH,12/31/2024, 128.1 
TULSITA SOLAR U2,21INR0223,TUL_SLR_UNIT2,PV,SOLAR-O,OPER-SYN,CONV,GOLIAD,SOUTH,12/31/2024, 128.1 
BAT CAVE,,BATCAVE_BES1,BA,STORAGE,OPER,CONV,MASON,SOUTH,6/1/2021, 100.5 
BAY CITY BESS (DGR),,BAY_CITY_BESS,BA,STORAGE,OPER,CONV-DGR,MATAGORDA,COASTAL,7/3/2023, 10.0 
BLUE SUMMIT BATTERY,,BLSUMMIT_BATTERY,BA,STORAGE,OPER,CONV,WILBARGER,WEST,4/30/2017, 30.0 
BRP ALVIN (DGR),,ALVIN_UNIT1,BA,STORAGE,OPER,CONV-DGR,BRAZORIA,COASTAL,10/19/2022, 10.0 
BRP ANGELTON (DGR),,ANGLETON_UNIT1,BA,STORAGE,OPER,CONV-DGR,BRAZORIA,COASTAL,10/26/2022, 10.0 
BRP BRAZORIA,,BRAZORIA_UNIT1,BA,STORAGE,OPER,CONV,BRAZORIA,COASTAL,10/8/2020, 10.0 
BRP DICKINSON (DGR),,DICKNSON_UNIT1,BA,STORAGE,OPER,CONV-DGR,GALVESTON,HOUSTON,10/19/2022, 10.0 
BRP DICKENS BESS U1,,DKNS_ESS_BES1,BA,STORAGE,OPER,CONV,DICKENS,PANHANDLE,2/1/2024, 50.2 
BRP DICKENS BESS U2,,DKNS_ESS_BES2,BA,STORAGE,OPER,CONV,DICKENS,PANHANDLE,2/1/2024, 50.2 
BRP DICKENS BESS U3,,DKNS_ESS_BES3,BA,STORAGE,OPER,CONV,DICKENS,PANHANDLE,2/1/2024, 50.2 
BRP DICKENS BESS U4,,DKNS_ESS_BES4,BA,STORAGE,OPER,CONV,DICKENS,PANHANDLE,2/1/2024, 50.2 
BRP HEIGHTS (DGR),,HEIGHTTN_UNIT1,BA,STORAGE,OPER,CONV-DGR,GALVESTON,HOUSTON,11/24/2020, 10.0 
BRP HYDRA BESS,,HYDR_ESS_BES1,BA,STORAGE,OPER,CONV,PECOS,WEST,12/1/2023, 200.8 
BRP LIBRA BESS,,LBRA_ESS_BES1,BA,STORAGE,OPER,CONV,GUADALUPE,SOUTH,11/27/2023, 201.0 
BRP LOOP 463 (DGR),,L_463S_UNIT1,BA,STORAGE,OPER,CONV-DGR,VICTORIA,SOUTH,8/11/2021, 10.0 
BRP LOPENO (DGR),,LOPENO_UNIT1,BA,STORAGE,OPER,CONV-DGR,ZAPATA,SOUTH,12/17/2021, 10.0 
BRP MAGNOLIA (DGR),,MAGNO_TN_UNIT1,BA,STORAGE,OPER,CONV-DGR,GALVESTON,HOUSTON,10/26/2022, 10.0 
BRP ODESSA SW (DGR),,ODESW_UNIT1,BA,STORAGE,OPER,CONV-DGR,ECTOR,WEST,7/17/2020, 10.0 
BRP PALEO BESS,,PALE_ESS_BES1,BA,STORAGE,OPER,CONV,HALE,PANHANDLE,12/31/2023, 200.8 
BRP PAVO BESS U1,,PAVO_ESS_BESS1,BA,STORAGE,OPER,CONV,PECOS,WEST,3/27/2024, 87.9 
BRP PAVO BESS U2,,PAVO_ESS_BESS2,BA,STORAGE,OPER,CONV,PECOS,WEST,3/27/2024, 87.9 
BRP PUEBLO I (DGR),,BRP_PBL1_UNIT1,BA,STORAGE,OPER,CONV-DGR,MAVERICK,SOUTH,6/25/2021, 10.0 
BRP PUEBLO II (DGR),,BRP_PBL2_UNIT1,BA,STORAGE,OPER,CONV-DGR,MAVERICK,SOUTH,6/25/2021, 10.0 
BRP RANCHTOWN (DGR),,K0_UNIT1,BA,STORAGE,OPER,CONV-DGR,BEXAR,SOUTH,7/19/2021, 10.0 
BRP SWEENY (DGR),,SWEENY_UNIT1,BA,STORAGE,OPER,CONV-DGR,BRAZORIA,COASTAL,9/14/2022, 10.0 
BRP ZAPATA I (DGR),,BRP_ZPT1_UNIT1,BA,STORAGE,OPER,CONV-DGR,ZAPATA,SOUTH,6/30/2021, 10.0 
BRP ZAPATA II (DGR),,BRP_ZPT2_UNIT1,BA,STORAGE,OPER,CONV-DGR,ZAPATA,SOUTH,6/30/2021, 10.0 
BYRD RANCH STORAGE,,BYRDR_ES_BESS1,BA,STORAGE,OPER,CONV,BRAZORIA,COASTAL,8/1/2022, 50.6 
CAMERON STORAGE (SABAL STORAGE),,CAMWIND_BESS1,BA,STORAGE,OPER,CONV,CAMERON,COASTAL,6/30/2023, 16.7 
CATARINA BESS (DGR),,CATARINA_BESS,BA,STORAGE,OPER,CONV-DGR,DIMMIT,SOUTH,9/15/2022, 10.0 
CEDARVALE BESS (DGR),,CEDRVALE_BESS,BA,STORAGE,OPER,CONV-DGR,REEVES,WEST,9/15/2022, 10.0 
CHISHOLM GRID,,CHISMGRD_BES1,BA,STORAGE,EXT-OUT,CONV,TARRANT,NORTH,7/9/2021, 101.7 
CISCO BESS (DGR),,CISC_BESS,BA,STORAGE,OPER,CONV-DGR,EASTLAND,NORTH,2/22/2024, 9.9 
CONTINENTAL BESS (DGR),,CONTINEN_BESS1,BA,STORAGE,OPER,CONV-DGR,STARR,SOUTH,12/20/2023, 9.9 
COMMERCE ST ESS (DGR),,X4_SWRI,BA,STORAGE,OPER,CONV-DGR,BEXAR,SOUTH,10/14/2020, 10.0 
CORAL STORAGE U1,,CORALSLR_BESS1,BA,STORAGE,OPER,CONV,FALLS,NORTH,12/15/2023, 48.4 
CORAL STORAGE U2,,CORALSLR_BESS2,BA,STORAGE,OPER,CONV,FALLS,NORTH,12/15/2023, 52.2 
COYOTE SPRINGS BESS (DGR),,COYOTSPR_BESS,BA,STORAGE,OPER,CONV-DGR,REEVES,WEST,6/24/2016, 10.0 
CROSSETT POWER U1,,CROSSETT_BES1,BA,STORAGE,OPER,CONV,CRANE,WEST,8/1/2021, 101.5 
CROSSETT POWER U2,,CROSSETT_BES2,BA,STORAGE,OPER,CONV,CRANE,WEST,8/1/2021, 101.5 
DECORDOVA BESS U1,,DCSES_BES1,BA,STORAGE,OPER,CONV,HOOD,NORTH,5/3/2022, 67.3 
DECORDOVA BESS U2,,DCSES_BES2,BA,STORAGE,OPER,CONV,HOOD,NORTH,5/3/2022, 67.3 
DECORDOVA BESS U3,,DCSES_BES3,BA,STORAGE,OPER,CONV,HOOD,NORTH,5/3/2022, 64.2 
